model,metric,seed,value,z_score,outlier
FE-HITL,AOD,49,0.0716702528943751,1.411864202355636,False
FE-HITL,AOD,50,0.0436437411928136,0.301353475704735,False
FE-HITL,AOD,51,0.0359489975765587,-0.0035398130381347494,False
FE-HITL,AOD,52,0.0113931049527213,-0.9765321872457262,False
FE-HITL,AOD,53,0.0468397069691422,0.42798908110632844,False
FE-HITL,AOD,54,0.0203490681006799,-0.6216648655752927,False
FE-HITL,AOD,55,0.0147253402827406,-0.8444970942910306,False
FE-HITL,AOD,56,0.0485895787581471,0.49732526581052333,False
FE-HITL,AOD,57,0.0594372988308334,0.9271507692017732,False
FE-HITL,AOD,58,0.0177682971584355,-0.723924249294162,False
FE-HITL,AOD,59,0.0103183394621937,-1.0191182435689117,False
FE-HITL,AOD,60,0.0167623500918823,-0.7637834732941325,False
FE-HITL,AOD,61,0.0140897187079833,-0.8696826965655867,False
FE-HITL,AOD,62,0.0332978105936165,-0.10858933237416103,False
FE-HITL,AOD,63,0.0064710483039258,-1.17156169230419,False
FE-HITL,AOD,64,0.0692653043026622,1.3165715295970652,False
FE-HITL,AOD,65,0.0659130154713863,1.1837418451323913,False
FE-HITL,AOD,66,0.0860327626242788,1.980958254677436,False
FE-HITL,AOD,67,0.0925185931993517,2.237950080900945,True
FE-HITL,AOD,68,0.0341564715620504,-0.07456611085604506,False
FE-HITL,AOD,69,0.048741401043597,0.503341008273663,False
FE-HITL,AOD,70,0.0283903760949382,-0.3030394554986633,False
FE-HITL,AOD,71,0.0378226798194805,0.07070218508338144,False
