model,metric,seed,value,z_score,outlier
FE-HITL,EOD,42,0.0442307692307692,0.16162031485045594,False
FE-HITL,EOD,43,0.0074592074592074,-1.158736986543199,False
FE-HITL,EOD,44,0.0634878703826002,0.8530854820754242,False
FE-HITL,EOD,45,0.0109322202345458,-1.0340314381566766,False
FE-HITL,EOD,46,0.1161702866401759,2.7447541958733113,True
FE-HITL,EOD,47,0.023246686592398,-0.5918556157271988,False
FE-HITL,EOD,48,0.0630643778389915,0.8378791257201182,False
FE-HITL,EOD,49,0.02507790473364,-0.5261020244532131,False
FE-HITL,EOD,50,0.0359206569121075,-0.13677107639668004,False
FE-HITL,EOD,51,0.0405368013281682,0.028980925704763953,False
FE-HITL,EOD,52,0.0328042328042328,-0.24867258742398288,False
FE-HITL,EOD,53,0.0022385022385021,-1.3461969671500942,False
FE-HITL,EOD,54,0.0397002658931593,-0.0010565711073166801,False
FE-HITL,EOD,55,0.0134451686433735,-0.9437989427235544,False
FE-HITL,EOD,56,0.0027013617068195,-1.3295770617376266,False
FE-HITL,EOD,57,0.024302678818006,-0.5539380789644616,False
FE-HITL,EOD,58,0.0358595395453554,-0.13896561906893332,False
FE-HITL,EOD,59,0.0737989236353233,1.22332470476247,False
FE-HITL,EOD,60,0.0183448758851451,-0.7678650438167165,False
FE-HITL,EOD,61,0.052887067395264,0.4724422091049017,False
FE-HITL,EOD,62,0.0219645158092972,-0.6378945510766902,False
FE-HITL,EOD,63,0.0976251709515658,2.0788543068024214,True
FE-HITL,EOD,64,0.0828757721345229,1.5492473094104695,False
FE-HITL,EOD,65,0.0188638314328023,-0.7492308952128395,False
FE-HITL,EOD,66,0.0384724106739031,-0.04514519627561281,False
FE-HITL,EOD,67,0.0172533983966538,-0.8070567507175325,False
FE-HITL,EOD,68,0.0485472941613293,0.3166138732997604,False
FE-HITL,EOD,69,0.0479999285050404,0.2969596022817665,False
FE-HITL,EOD,70,0.0249283774230755,-0.5314711049803906,False
FE-HITL,EOD,71,0.0671506352087114,0.9846044616468586,False
FE-HITL,AOD,42,0.0572566105769231,1.6279511147791599,False
FE-HITL,AOD,43,0.0057351405842927,-1.0088829193136668,False
FE-HITL,AOD,44,0.0404619355944446,0.768410993123836,False
FE-HITL,AOD,45,0.0184733487210408,-0.35695003088598715,False
FE-HITL,AOD,46,0.0683565227818722,2.1960371240028618,True
FE-HITL,AOD,47,0.0032384181294021,-1.1366634881460589,False
FE-HITL,AOD,48,0.0069879759859422,-0.9447636496837768,False
FE-HITL,AOD,49,0.0342667777992621,0.4513470016800877,False
FE-HITL,AOD,50,0.0153563161600347,-0.516477651961474,False
FE-HITL,AOD,51,0.0237000183230031,-0.08945261100678051,False
FE-HITL,AOD,52,0.0481574394430178,1.1622616821727443,False
FE-HITL,AOD,53,0.0037536501190724,-1.1102942629277113,False
FE-HITL,AOD,54,0.0078336040209598,-0.9014849780302623,False
FE-HITL,AOD,55,0.0356088737484212,0.5200345658405635,False
FE-HITL,AOD,56,0.0112970183483251,-0.7242297721157603,False
FE-HITL,AOD,57,0.0006017986663107,-1.2716038913648608,False
FE-HITL,AOD,58,0.0487044222772673,1.1902558941705763,False
FE-HITL,AOD,59,0.0472156268763026,1.114060351154701,False
FE-HITL,AOD,60,0.0324274180222538,0.3572098106866897,False
FE-HITL,AOD,61,0.0273865362846302,0.09922088821409386,False
FE-HITL,AOD,62,0.0033547910833243,-1.1307075989683264,False
FE-HITL,AOD,63,0.0539431260969289,1.458369217183132,False
FE-HITL,AOD,64,0.0362822854136715,0.5544993200127776,False
FE-HITL,AOD,65,0.0078654891792927,-0.8998531171635856,False
FE-HITL,AOD,66,0.0210435767095403,-0.22540749849273745,False
FE-HITL,AOD,67,0.045765620374443,1.0398499977950981,False
FE-HITL,AOD,68,0.0352310710756498,0.5006988802345947,False
FE-HITL,AOD,69,0.0136479973788142,-0.6039082533019737,False
FE-HITL,AOD,70,0.0034518430325254,-1.125740545761865,False
FE-HITL,AOD,71,0.0060301102330726,-0.9937865719260922,False
