farm_area,labor,farming_years,irrigation,fertilizer,past_yield,region,resource_allocation
2.9267356183478537,4,4,1,8.437751444609674,17.239229056756546,C,29.34751248384557
3.4375170610493737,2,45,0,1.7378171412788543,20.919585837100875,C,37.05711818301431
5.665454541337967,4,11,0,1.7645318009137476,21.39442511349439,B,33.00174954655365
8.215844961356666,5,36,1,2.878639454559781,41.05808309032681,B,60.077410532107166
6.461977284441703,1,25,0,10.216062988568847,20.180479630195656,A,35.78552605856885
3.7372273858126057,3,47,1,3.0422137729840233,29.288698975073537,C,50.777198800828934
3.8469385447005013,4,10,0,4.209843390045308,16.09327836081594,C,30.857954432214356
5.574272607468431,1,25,1,3.7036182674391824,17.57296989196714,A,32.92376301630442
4.39317767026504,2,19,1,4.336390074777105,18.778078550035065,A,29.01555051754117
7.127837051558042,3,35,0,3.95692492927469,21.502220008706367,A,32.54869395990126
3.5097925756604718,5,36,0,2.7795557797761234,22.870759399587847,B,37.281433513883
8.21508413192141,4,35,0,9.825443761610064,39.23725940814542,B,67.21489018772188
4.3003813822988795,5,29,1,6.041734946594115,19.744577203013346,A,34.57531416037362
12.489721772804844,2,2,0,3.5592689020943356,29.839940444021543,A,39.94290357577269
7.288350305087012,5,24,1,13.61241939475282,36.73039881024783,B,64.83968836989699
2.499051065642731,4,30,1,6.279916723462124,20.699078107307784,B,40.887050696769876
6.577493076322799,2,46,1,1.7864698544207536,30.284748911191148,B,52.00636074464222
4.984270308743355,2,49,0,1.017770021999805,28.272269975257423,C,45.11545268728856
10.324407607704995,4,27,1,5.71855839138148,44.91815988674237,B,69.31704692181579
5.767516824547227,4,9,0,1.9892807676122657,23.837723370744786,B,35.674715775410256
1.8284100676684907,1,27,0,4.4670633983302706,9.341894552751182,A,19.237964523246266
4.343498856002799,3,33,1,1.5818413712728578,28.14343550531212,C,39.83986672546645
3.454071043720446,1,17,1,1.4144613020756578,10.808931908263954,A,17.627728594630288
3.2808926004313848,3,23,1,5.318715639169119,13.929547333775098,A,27.14476589389226
12.603230488625195,5,34,1,4.870818074432338,52.274430762965345,B,79.0274371876944
11.79383597551715,4,48,1,3.06002090247436,35.60503983522302,A,55.98934084595235
5.865853756398431,1,46,0,1.0412999414109925,30.326267863381243,C,39.99997066393927
3.131177242455627,1,15,0,5.3791193818307805,18.390492034590064,B,21.972140042300353
4.892816528085847,5,10,1,1.3521156016713742,15.531691148012973,A,24.830688385314215
6.587881321728876,1,28,1,5.6779913483684314,30.44830697328496,C,56.17176137290559
5.74824249307158,1,1,0,3.093573036498844,17.068191258595185,B,26.32097227375481
7.325354659315084,1,21,1,2.0627540664209794,21.72525206076604,A,31.58011280022542
3.892054282917087,4,32,0,7.607780630384391,25.694029624753384,B,44.807072296998214
4.843209745241903,4,21,0,7.813534991522636,24.816748979213386,B,40.830105805783
5.484166077054493,5,49,0,2.8738866520318607,21.051277197054656,A,35.01821512795484
5.642980778366085,1,13,1,1.170783361379176,27.638909700366533,C,35.286995755862264
3.620309303075883,4,47,1,4.766864814987111,22.125516394199046,A,36.204246407264804
3.985607371356138,5,34,0,1.8243633761054887,24.20048225405829,B,35.90348734081952
11.843325270350599,1,32,1,4.827510845832974,44.77372116663613,B,67.35656920503656
2.987901329276493,1,31,0,9.240387288863467,21.15944196838088,B,36.22396515075341
4.234240271228685,2,11,0,5.757494308950259,19.831237378341267,C,27.563455442335034
3.0933383349902304,3,31,0,5.9894814013406315,18.97102280426267,B,33.88923932591014
10.507116170458788,1,10,1,1.8502871383379842,38.776829327290955,C,54.86409113053077
4.66412729620134,5,2,1,4.541505306112672,26.13841113815058,B,36.91106275946849
7.131103612185625,3,17,1,3.2852217851523675,29.561703704197022,B,44.18030723713425
6.950223217770156,1,38,1,1.2153995722955364,22.355546012589116,A,33.347564169831614
8.29050668932613,2,40,1,3.280852817009264,35.431089800674215,B,59.766734413632804
3.564171059962157,3,38,0,2.6523050638630874,15.707658197462132,A,28.525015185004147
4.840489833333323,2,5,1,1.4300918780464384,21.221782955445313,B,31.562810771261
2.0857437838441735,1,14,1,3.3766686281975886,11.839316691603965,B,25.084932729332813
3.103093392868493,1,28,1,1.0980866609741466,19.241233369014353,B,33.975112515228105
4.721377272127838,2,5,1,6.811261722054633,22.949898856414176,C,34.54515008930155
5.432955126074244,3,37,1,4.482275808541364,22.13079301133229,A,36.81583453440461
4.46924662063556,4,17,1,7.044514611506614,29.23445042708793,B,42.87222490568502
1.723473194947246,2,39,1,4.8350277227690714,12.963080084340909,A,24.251365123675736
9.31931025864962,3,48,0,4.647466161613822,42.568310646678036,B,62.5972315040844
5.562019558947537,3,33,0,2.715487250472959,19.586066241093434,A,32.36846735410178
8.020735102091818,5,27,1,9.708411658459864,42.11489893845315,B,64.53644131770619
1.7292065354475417,1,9,1,3.3040414855361395,12.743384905137471,B,18.477121361415158
5.756995911428602,4,44,0,1.5462661207468011,29.855434628360925,B,44.61789595562802
5.615960648465008,3,40,1,0.3322557653296941,26.692442881419588,B,51.797140880985594
4.155157733343525,1,32,0,3.179514107332174,20.75578888210182,B,29.96598596991044
3.5911697656355352,5,23,0,3.6589615879139292,14.718967678035131,A,21.469889149966722
4.93298742214478,3,19,0,2.2268561022885653,16.40601612933656,A,26.66143105733965
8.706736800754719,1,50,0,0.8381334321428016,36.28669973618578,C,58.889827656728
5.025612895811404,2,18,1,5.754664491346518,25.66288013403699,C,43.15168280489159
3.826530505632684,5,6,0,2.5285839323798127,16.928277278903394,C,27.031472670052135
6.370729335466618,3,20,1,1.7852767006538661,30.429312456556925,C,49.98783161895935
7.008448761951343,4,9,1,2.7825658616284983,29.474753557512987,B,49.05658562267715
2.2223538376269922,1,43,1,3.275597563136347,20.007746716329347,C,31.808363412337755
2.1323396699585295,5,14,1,4.129721323133617,14.436114041083142,B,26.90163757337423
10.347304439359894,2,14,0,6.823191410868507,38.06413472491003,C,61.351821825047665
6.465802540619894,4,4,1,3.067609682412757,17.521851694805477,A,29.265258814613993
5.4517716602387125,3,43,0,8.207338483874313,22.092281176381103,A,36.390665512624665
4.525863233749385,1,2,1,2.596425430137395,18.797551478819205,C,25.40480090136219
3.010141451764372,4,3,0,3.2141764246740845,14.938879097281346,B,21.812734089885627
1.8058120635340282,2,5,1,4.430476142014377,9.055947414489433,A,13.876307489947058
3.5276104459702213,2,5,1,5.173929936923217,11.267126801236962,A,19.725185879959255
6.658735856463537,1,43,1,7.584443346929838,34.54014121961913,B,57.16895662086779
2.4155623133906845,5,39,0,0.9614341113334348,19.22890968549408,C,36.48840801974403
2.347706454559709,4,46,1,7.704595164752794,16.30025410901029,A,28.045751067230793
9.03763165910687,4,22,1,4.989840597995511,37.018055335769205,C,60.73991932444132
17.463003952525245,5,27,0,3.517888252758757,61.99090506156481,B,92.96263286117181
2.9943886397579447,4,9,0,10.326048732857426,22.643421540655098,B,32.11265457771572
16.748933271722677,1,12,1,3.147522762803251,37.39453760983864,A,55.98928631945323
3.549167128950943,2,1,1,4.667737081024282,9.618177950465322,A,22.424957387064218
3.4961923417253877,4,43,1,0.5826203981570758,16.755386894033478,A,30.102451575131354
4.2316791464283785,3,45,0,1.3422127595028897,19.209360218192657,A,27.699657662596202
13.821397056086006,3,27,0,0.4542008009458054,49.82010472944262,C,75.60574840860573
1.6968119289714543,5,39,0,7.923827604032003,20.10996883959044,C,33.45576586026795
5.2676474414753605,5,21,0,1.6672855110106986,16.111239073548624,A,25.293100773892036
4.148202661099951,3,46,1,8.599238021872385,31.452804524249295,C,47.596756889672335
5.884320084523299,5,38,1,9.752284336016,34.19006806664755,B,51.99600539109747
11.291548799456708,3,37,1,3.7523287832888186,35.643558706900556,A,51.08170072780631
2.0190931326334356,2,42,0,2.2011423426224,10.452099570161604,A,20.22753998184751
3.9520089711383535,4,40,1,4.378114926077627,25.363999321732216,B,45.27570633667798
6.130456283426522,2,34,0,2.155819855455768,30.13974992738517,C,45.200155865681616
4.086698049657762,2,11,1,1.2072372939134706,20.73801537653912,B,27.590496263509785
9.47871555154464,1,14,1,1.759500368107693,38.36117587835085,B,54.555206753345274
4.101759149085665,3,35,0,2.6424933035076625,16.60572306525453,A,27.897310800137124
3.292385306459168,3,32,0,3.776378655146025,13.472115023841653,A,22.01906579986374
4.9153860188544805,5,6,1,1.3254376064684135,17.18251284975137,A,23.74651193656996
8.20394653800285,3,18,1,2.9881756516112974,36.35221086443045,B,53.79951113885635
6.101306781969118,1,25,1,5.190420427236825,22.274395312990865,A,33.34457310945136
3.4324482329770634,2,22,1,0.6175771679052132,13.50345659806617,A,23.46236639777339
4.5841804989549,3,1,1,8.024296719427337,14.466989030080303,A,25.98584624346064
3.754592076380732,3,21,1,6.590889928813027,19.68793234854158,B,39.48489052759278
6.431389934677111,5,25,1,2.2120206242316667,23.30453246625784,A,31.22594915559411
2.819757379403841,1,22,1,1.9425505753663528,16.991836487887337,C,30.85920418776735
4.175256138646397,1,36,1,5.78243689085018,28.144337080910795,C,43.93166671572075
3.564990907976498,5,34,1,8.25705960176484,28.126019608821156,B,45.1071971328068
4.617968487371715,4,43,0,0.5680425812270743,18.457581572130827,A,31.842485860299817
6.271228722255048,1,13,0,0.9472449720237313,23.83030858777892,C,32.49182962981017
4.557260766769598,5,38,0,6.683132597138707,27.96141664926633,C,48.98554295930314
8.24197588822266,2,19,0,7.921998325134955,25.25879760017648,A,39.111333414796185
4.314064466191655,4,20,1,4.369401643525918,17.872000346269928,A,27.737802410840256
2.533231461180285,4,2,1,5.550726455328477,11.292250845844208,B,28.09634369601377
3.3892213812649112,2,48,1,7.36590355069181,31.160424126238155,B,48.79726889090694
4.414384755869838,1,45,0,0.9849437473329481,23.891379129954178,C,36.746107966809866
2.255947978646759,1,49,1,5.997466628580146,21.240605817657364,C,38.184086553923
2.849472386415114,3,9,0,1.3475836552137626,12.650413749115483,B,17.390596154917795
3.647571183568244,4,21,1,4.302287076337954,22.818492707824703,B,33.230748977774155
4.349613228830376,4,50,0,1.2727603296769365,26.60323623080684,C,44.458710355439905
1.9685566840096285,5,27,0,2.007730495645878,15.991165232738352,C,33.218788029632904
5.553388323238155,5,39,1,6.7150903916018585,35.54861548295343,B,57.58331892709566
2.8810085668162713,2,26,0,2.3236386311346857,19.617727605399512,B,27.47339739169941
3.8102323167363483,1,4,0,1.3710529485468097,16.093493189400853,C,18.372071640194463
9.227665557650182,3,41,0,1.9146893964711562,37.08863691339469,B,60.738264479964336
3.0358464724713086,2,38,1,14.75947702847415,24.33787861142643,C,50.922843750822686
6.8135635662111245,4,9,1,8.89307790041018,31.906863933586934,C,55.93615993670721
5.877323689531364,1,4,1,2.222047335446277,17.329532265167053,A,26.348693391935115
6.268323299022794,3,20,0,4.031302937444667,25.68048124613293,B,47.14281747208336
4.528527601313523,1,33,1,4.832669314681172,19.721501524341093,A,29.992436973075165
6.455202975621554,3,18,0,3.368614496579187,28.304097581410065,B,44.30396429493443
2.960927294779795,4,42,1,8.871155007201612,28.2182826473572,C,47.541845550099026
4.366765673268736,5,44,0,5.911254023020825,25.535989917703308,B,45.51564608068173
7.0220743234527925,1,25,0,2.6148570410553758,28.29279284986112,B,42.16479557717477
4.4993821724861025,3,39,0,2.248805449993071,24.04673918988266,B,38.48960107777448
6.715777673730856,3,23,1,0.8585638926083765,21.82084070418752,A,31.28002940168661
3.2453200176450014,3,43,1,1.7662499808570218,23.49567636763102,B,36.78811578829943
8.083804407067749,2,26,1,5.597446804998169,34.85764059628178,C,54.57189675719602
10.543551118106027,4,3,1,4.209024770616223,38.646957614573395,C,61.75791163589951
4.265045503253593,5,11,1,2.112134333276144,18.399871142975677,C,29.68672983960488
4.911993953551467,4,18,0,8.052524217974547,24.123920579408548,C,45.54240360770548
2.8885744176434596,5,43,1,2.8629201064044865,18.49015175397059,A,31.57093959899853
7.973904874908229,5,17,0,1.074335507439103,30.591767734372997,C,45.95130543653743
3.4944071675706727,2,44,1,1.107021975221795,24.433498919732234,C,46.06008986584441
3.243696445956618,4,16,1,3.510152379419803,14.9957957296621,A,22.509381603999717
6.370933939304359,4,42,1,1.10607081083346,37.2668974206857,B,56.31787051525521
3.613895045288626,2,47,1,2.4886823928776023,17.866617000581382,A,29.179857222561644
4.32706645456957,3,32,0,5.0550492384142185,15.42653058702707,A,30.56654907414185
2.699098668878353,5,39,1,2.0680768919127206,14.146446527165994,A,29.448538115420337
7.61243265460903,1,42,1,2.5711045263953882,34.72573416823616,B,59.557858254880315
3.2560640722470984,4,25,0,3.033985492945355,22.55379777617715,B,31.034219248610523
2.8451482198762843,4,20,0,10.277275600285723,22.960102242234917,B,38.722066713213074
2.5027722062481885,3,5,1,5.092236991086291,14.238687069546492,B,23.301973140514363
4.10088171332604,4,15,0,6.310114816712597,16.408681360976736,A,25.91080642934885
4.415652456292608,5,26,1,4.110071742649116,27.908643160157595,C,39.39242049271069
3.726726671795169,1,2,1,1.0446715654943903,13.987700408863773,B,23.938370444674533
4.390930801998541,2,9,1,3.35741076525883,18.86648463709793,C,33.515216331285465
8.49338464964639,1,50,1,0.7878848601376799,34.31740574845723,C,61.00418333490982
6.010625185203339,4,48,1,7.625356024473484,25.82047768701805,A,42.25653705825991
6.661572107455295,5,29,0,2.469932006104387,30.240320180912576,B,48.3989397150867
3.2273305072778613,4,5,0,1.4088873283146106,19.916226158338425,B,28.69044929695187
4.389671730814406,2,20,1,2.818985247839862,16.225697912769792,A,26.08515150996675
4.726642472860215,2,15,1,2.3338486075483713,21.200407020921553,B,37.595557483362136
4.657963093166584,3,48,0,2.9433811597758344,21.095176130025216,A,32.13184519420036
3.073604366556813,3,14,0,2.776044261395458,16.946177092381564,C,29.55629187810893
4.832197080955352,3,23,0,2.5655454200986516,27.167432495663327,C,37.630165295141154
3.9361548654711394,2,13,0,1.2506415713418635,18.91370592385434,B,26.25023543426003
4.451532316546868,1,45,1,1.0950002853944991,29.431595662364064,C,47.14117606149988
4.510919197493455,5,42,0,3.6333619817142293,27.12471089977908,C,44.37742929703906
1.2103788389576826,3,13,1,1.358146387260493,9.468693634853357,C,20.028500200047766
4.9986574941993505,3,30,0,1.173490343053306,27.373458947907057,C,41.12876823826536
2.3533649351202484,2,44,1,1.2231243516659434,20.028941801797636,C,31.860673246827762
6.800261567658839,1,18,1,0.6551767694143231,27.243200209123824,B,42.158399706450055
4.4731727001110695,3,49,0,1.0835648521706198,24.04609336976276,C,41.73664453207538
3.7302030791683407,2,32,0,3.0416479968716232,19.890665468308878,C,31.228197311102786
3.9856901539549607,2,49,1,1.8248466992796657,25.32021124198948,C,47.60196653712013
5.008542366232971,2,20,1,6.698707067344798,18.520854496826797,A,29.673377373755788
3.1457254449156205,2,41,1,7.147627477054086,14.535753509670904,A,28.36065665658038
2.967366413139345,3,6,1,2.160179755362663,16.202419913453657,C,26.74076426243109
1.671891276745117,5,29,0,3.9086574068002418,16.832148617392534,C,33.27046603130861
7.274117466604247,3,7,0,9.771871477142913,31.6855899902567,B,43.1685951169641
2.7437813719422657,2,15,0,7.722332303744594,14.26094127045761,C,26.775666022140502
7.658684149489505,2,48,1,5.46560054741902,34.7796651552498,B,59.45813742097314
11.291159742664359,5,6,1,0.7589208286834572,37.75847528747001,B,56.63602599265938
2.7359450364230185,3,48,1,1.884422821410428,18.148933929489214,B,38.23299828753772
1.0302543182309098,3,49,0,2.4961521185459064,15.168520866497598,B,39.95834777984152
6.522707717095293,4,37,0,5.368453131104806,32.890376988310024,C,51.16700342852205
6.167516405370217,5,43,1,0.7357412390026399,33.33732903154231,C,53.64441389956608
5.121304532736712,5,21,0,2.8591940060389143,16.242467183329158,A,27.310561631976352
11.010432841226823,4,4,0,0.7279519308153483,35.11676240704243,B,55.94497617302264
6.087065481190602,1,7,1,6.399755423641719,22.86052338163957,B,41.077394169727654
11.409073048155484,4,1,1,0.7586866280325663,39.033238339994945,C,49.83545755060408
4.119812030944851,4,10,0,0.8841427670711799,11.764247919453446,A,19.031660317168807
5.028065811257493,5,27,1,7.654600068621957,31.913985749109155,B,51.516803170127396
2.3867142217345485,5,41,1,2.4333929106898884,18.14856850913662,A,29.536896574089678
4.0137697436853905,2,8,1,3.794610569203913,18.98245538026358,C,30.089671181201016
2.5815650334549605,2,10,0,15.739929521671314,14.598329224180624,A,21.04964233839385
2.3073522690386676,3,43,0,0.9501110695708389,14.004325898984737,A,21.80778196177456
5.7617995515867815,5,29,0,3.5214793428559075,31.53410494791064,C,45.870172725097284
6.07664465765702,2,35,0,5.613334935616128,30.258257971306175,B,50.45161877216489
5.710437778223397,5,48,0,5.583585296826351,22.653958263433072,A,36.947343394686264
5.233077261590785,2,40,0,1.9070752849130224,26.01594558246339,B,38.16899140139022
4.817017736561222,4,5,1,3.6663264554336337,22.26210395745938,C,36.10405848222487
5.9761763847489595,3,2,0,2.4929029831553913,19.763522894860373,C,32.8019836310162
5.320563810198238,1,9,1,1.7252328802648909,22.35452828696229,C,33.47925149784461
1.1358147367628297,4,23,1,16.464215248901596,14.783561114426815,C,39.209027476857
6.753573667869161,2,38,1,4.473260813157655,30.457462184550696,C,48.50917652881519
5.86765474620063,1,15,1,5.967632409048836,25.389665649446677,C,40.88539506860529
2.144558993870825,4,6,1,5.532719016625029,16.414568139361535,C,25.790528775030396
6.615849779038818,5,26,0,5.170475600904644,33.62747226081948,C,54.16745362259045
1.652408812658797,5,25,0,3.0055537261598664,14.758595470558356,B,31.869724377143207
1.2634890196566135,1,14,1,8.615546879554381,9.788661718667356,A,18.76190061757897
5.329322421894343,3,8,1,1.9947866343270049,14.413282154383127,A,22.84665924775767
3.4807755295517686,5,46,1,6.483281983106023,29.107454988360395,B,53.950278728233926
6.028815934286197,3,42,1,1.4214664162680386,23.27853452516183,A,36.595319054432224
1.6908293380224757,1,3,1,2.7046605427012214,10.445418144621767,B,18.04543060721809
3.0876680043600793,2,38,0,2.6615159577169636,17.977579938227514,C,30.783984125956316
7.207728088235728,5,12,1,1.7623736129773215,33.571528217973686,B,46.491943161956
2.9148183277261563,2,4,1,2.2412111039518923,15.630020476651543,C,23.740793160741866
11.569779595003814,3,15,1,4.400924586304319,43.76049419875352,C,66.30433599846704
2.380643419458865,1,29,0,5.572482227951909,11.918459239919653,A,22.14057282762975
2.875812579238596,3,4,1,5.562368523216711,15.006648708714891,B,23.8761396654874
3.842394593985541,3,23,1,0.3304571527064248,14.2609829160144,A,23.08493446457883
4.619990672954773,3,49,1,2.569960696473019,32.06308626795075,C,47.28881346151282
6.253459533825839,5,46,0,1.0561557426910226,33.26067638916765,B,52.68776871431991
5.634133096780106,3,41,0,1.1706274219123736,20.604209822084087,A,31.6719264702068
3.2248156758304263,2,39,1,4.393978600810172,23.170186488534032,B,39.80458468066876
4.806605165625456,3,34,0,4.127271191058454,16.911064977839324,A,28.557617714322078
3.843474930322932,3,50,0,0.22470007357849026,18.528157759509384,A,26.895258214736835
7.427502438352139,3,49,1,1.8367610614446006,36.7832872094719,B,61.03475021980636
3.777600765069174,1,26,1,5.398997277231265,24.21651173199189,B,35.69982719634098
7.98326027155453,4,43,1,14.609856055449834,44.319251787723545,C,81.00152440178401
5.223641379812849,5,44,0,4.934903324720881,30.9077732110207,B,49.20750806037269
6.294565496212526,1,21,1,2.349129314966154,18.601068306383926,A,28.016911703436502
6.026490131375744,1,22,1,1.1009651679974473,24.726671424990847,B,39.76190474987629
1.5794927963710255,1,1,1,2.488070849454861,7.657269929062119,B,11.784279139879548
10.241586360344613,4,44,0,4.363198769633524,46.42145988445354,C,70.87002195222098
2.1210698198774636,5,42,0,0.9208501178110806,13.629530225508585,A,23.45108218631707
2.331041372891982,5,23,0,5.706736745036295,14.94984682584808,C,28.953172849360882
9.500715990169638,2,25,0,2.359401449542476,39.69908626177226,C,49.42120891732162
7.6080906740667436,4,28,0,1.1718492740269448,23.112714598192216,A,36.164254728670734
10.002248485631629,5,33,0,7.99212963247216,31.560364517126306,A,47.62579453650604
8.98114755066442,2,48,0,6.349054310662038,26.797004681677585,A,46.62470891505945
5.924926083625167,5,35,1,3.422543293030757,32.62078760062661,C,55.23770550242424
2.7663763024636254,5,33,1,7.087063383290974,23.86676823290493,C,39.46474012999709
4.093449091735431,2,8,1,5.279192913169678,21.766065686771842,B,36.82187048211075
2.2085023783798707,1,37,0,0.40644185267518484,14.22247925762694,B,24.34969164488115
3.858016734304263,1,15,1,3.113990231954575,20.665977097630236,B,26.81121493493283
5.370014080710147,1,10,1,4.9096092170321,21.264948415324742,C,30.631415409687918
7.012383905745052,2,26,1,4.082412975810993,35.69551055715409,B,52.78846340545583
3.45895143704434,4,6,1,0.5633741353302881,14.404192104749619,B,23.154104199859155
2.2648059960005513,4,5,1,3.569806997323256,16.887971102010805,B,24.351326791719437
2.159225408684696,4,36,0,1.7774871703007487,13.810456310975447,A,20.388269142073945
3.8609904232567835,2,20,1,6.633594449857994,17.575759700494277,A,27.54733296299949
3.7997677749769916,3,3,0,1.5319494135722551,10.959305153241324,B,18.252380424407853
3.9603484667612463,3,1,1,2.249427554609113,18.27235615317366,B,35.64760218991916
2.515003268343885,5,42,1,5.865358709516498,23.86597508998593,C,47.10456271666152
7.757111967630403,1,13,1,0.21331898831021323,29.362509126222683,B,40.27512611718258
2.3251076714677152,2,44,0,3.640173856172084,19.43805810421181,C,32.74440723386354
3.257169728130741,1,50,0,4.170668235451976,20.727177163518846,C,40.124476327919425
6.015197612739777,2,48,1,2.758396231807484,34.559565090429956,B,53.06329978031292
3.0918097872169246,1,36,1,2.841318756581062,21.037768208426797,C,36.578788938851936
2.4459021572964224,4,36,1,2.3930665033233804,19.49094097035998,B,37.16771114716816
2.8188343062280703,5,28,1,3.319048951150072,13.872956452378814,A,26.975717655679503
3.564977416845358,4,26,1,9.78514776642661,24.331532937745724,B,49.08385388122208
4.6463251573329165,1,31,1,6.035998493549826,28.023204321870416,C,37.565997218510205
7.228040031921922,1,5,1,6.558241046337979,26.408005734093617,C,37.61578283478497
3.6815153141953934,4,19,1,8.919415978462753,23.838324668482834,B,42.03668437557598
2.8352283464843318,5,40,1,1.8142714002105607,17.59732987101789,A,28.855839174600472
3.596173623377282,4,17,0,0.4279507295764156,12.608688819478214,A,20.873846463402156
8.072799452882037,3,48,1,2.7256495763360853,26.91529648161064,A,43.73276913699985
3.6469442584424634,1,42,1,3.8662814583718474,14.610203621314854,A,26.16206333133454
11.783259925548219,3,39,1,1.4091176614606131,34.65108191256784,A,53.066717152703355
6.09144560974266,1,25,0,1.4171319976286696,21.44775125201209,B,36.170328137439505
5.1866313145788006,1,41,1,2.5585610431295764,26.941273471654796,C,38.762577159266584
6.6346249749527475,4,33,1,5.4804882311875005,39.08041289739186,B,59.68549827272946
2.706823030500816,3,49,0,1.9858478776016824,17.18280520713573,A,25.880373867589125
4.5185318130891785,4,47,0,4.493344191755056,26.390078556892075,B,45.968202876427576
5.652991826220903,5,34,1,0.37016077665151836,30.03386995099026,C,46.361737712728235
2.2819656096736107,4,37,0,3.63529986364657,16.839881104885134,C,26.903781562181877
6.073580229643347,3,16,1,1.1532069262390754,28.212884149786127,C,39.74645819784478
4.879229264917147,5,14,0,6.272226044631647,16.24953813588502,A,24.592244993098344
7.601628157820493,4,1,1,0.7309696656918713,28.916174889882278,B,43.46532709192232
4.234302931909641,2,29,1,1.484326287641783,14.566485111248106,A,24.207565393010963
5.125852181517825,3,1,0,1.8389832158552393,18.279276365763387,B,27.259703986424753
5.33504628226884,4,44,0,1.090080393547862,26.486532715563268,C,49.260189766715634
2.2812465313160306,3,27,0,3.5134266712738755,12.919081283990419,A,23.55069400606023
5.032241298322306,2,19,1,6.00769250858776,19.55112322595107,A,29.3153264744437
7.120568376210974,4,8,1,2.2035152483040803,30.49297004922933,B,38.652213229159464
4.485712906716926,1,27,1,2.946289902943797,14.616618779903007,A,29.260691065607908
5.8805424703548,4,1,0,1.8620467857180978,26.50308117147833,C,33.798408081643586
6.248562096169798,2,34,0,5.261081335347944,29.541497861175696,C,44.621518002483285
2.8505902654803705,4,35,1,1.5623698511524073,17.568198556532945,A,25.930669252143478
8.567975990314947,2,6,0,1.502930037653559,29.066975129470453,C,44.35406713497278
1.2647269367818892,3,15,0,0.9223914384411412,8.998280944783678,C,17.750581961347663
5.443865425367489,1,10,0,4.854312616115278,20.80914758044235,C,27.871776254524853
4.018774688462792,2,22,0,3.709398312201126,23.360577357083272,C,30.479072700747103
1.796422270733228,2,2,0,3.7935567769347807,10.655636474783767,B,11.836452128698726
3.0653553207137554,5,4,0,1.7610934914600551,14.2117553772541,C,22.54451015805129
4.477592979052303,2,27,1,3.727588657414962,18.469630658265956,A,25.82764746371088
5.041622210992589,2,48,1,8.116673213048534,32.30219231480442,B,57.90566062435937
3.091813721904819,2,9,1,3.912064082834936,15.25168909509657,C,27.19819066805144
4.398300627579014,1,41,1,3.505828329915711,24.962973274812523,B,44.83420023856801
10.15431667309257,2,44,0,1.6011046835109917,42.42829238370164,B,62.260079105452924
4.692791315582496,5,29,1,3.307940839056123,30.091430960186642,B,44.08468991194866
5.598215842953625,5,28,1,3.188510268863696,27.159380418129093,B,44.68106391534502
2.7387549986723383,3,46,0,2.3952792242727834,12.872314426322797,A,26.220373760207142
9.040233331364137,4,15,0,2.673418497274843,34.16555516457666,C,53.21427394579288
2.8107376601563914,3,15,1,4.4768455215560845,11.038197656880525,A,20.383179545789034
